,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,income_cat
4210,-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,NEAR BAY,3
3986,-118.51,34.26,29.0,2472.0,354.0,1109.0,397.0,5.5433,332500.0,<1H OCEAN,4
12996,-118.31,33.92,35.0,1307.0,246.0,672.0,219.0,4.8456,146400.0,<1H OCEAN,4
6891,-119.06,36.15,20.0,1282.0,273.0,852.0,247.0,1.6354,49000.0,INLAND,2
15736,-122.26,37.38,28.0,1103.0,164.0,415.0,154.0,7.8633,500001.0,NEAR OCEAN,5
19715,-118.36,33.94,39.0,1390.0,410.0,1666.0,371.0,3.3056,156800.0,<1H OCEAN,3
16481,-122.45,37.72,51.0,2690.0,554.0,1795.0,539.0,3.6581,225000.0,NEAR BAY,3
3621,-117.15,32.72,52.0,344.0,177.0,460.0,147.0,1.2292,137500.0,NEAR OCEAN,1
864,-122.13,37.44,42.0,2390.0,462.0,1146.0,468.0,6.3111,397400.0,NEAR BAY,5
12153,-120.09,34.61,11.0,586.0,125.0,317.0,74.0,2.8906,84400.0,NEAR OCEAN,2
4090,-121.88,37.4,9.0,6751.0,,4240.0,1438.0,5.34,257400.0,<1H OCEAN,4
16026,-116.89,33.48,14.0,1016.0,219.0,443.0,169.0,2.8071,137500.0,INLAND,2
19246,-117.98,34.02,32.0,2945.0,651.0,2044.0,652.0,3.1979,183900.0,<1H OCEAN,3
2621,-119.18,34.19,5.0,384.0,131.0,410.0,149.0,1.5625,87500.0,NEAR OCEAN,2
15016,-118.13,33.96,38.0,1040.0,202.0,557.0,228.0,4.0,254700.0,<1H OCEAN,3
11303,-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4.7188,350000.0,NEAR OCEAN,4
7300,-118.14,33.97,36.0,1407.0,385.0,1763.0,350.0,2.6364,150000.0,<1H OCEAN,2
3088,-121.31,37.44,33.0,69.0,28.0,47.0,14.0,0.536,112500.0,INLAND,1
5000,-118.12,33.76,45.0,3035.0,516.0,1127.0,527.0,7.0796,500001.0,NEAR OCEAN,5
19441,-118.41,34.0,35.0,1062.0,305.0,1026.0,307.0,2.7153,265500.0,<1H OCEAN,2
315,-117.97,34.1,26.0,1399.0,277.0,1285.0,276.0,4.0,160100.0,INLAND,3
4038,-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,275200.0,NEAR OCEAN,4
17866,-121.93,37.13,37.0,1150.0,203.0,511.0,179.0,5.7415,398500.0,<1H OCEAN,4
5214,-117.71,33.51,11.0,2198.0,252.0,883.0,281.0,13.1477,487000.0,<1H OCEAN,5
12389,-117.13,32.81,26.0,2119.0,444.0,1202.0,440.0,3.2308,166500.0,NEAR OCEAN,3
4078,-118.19,33.94,45.0,1403.0,315.0,1111.0,311.0,3.3846,168100.0,<1H OCEAN,3
6043,-119.29,36.34,10.0,1832.0,455.0,1664.0,429.0,2.0227,53300.0,INLAND,2
18165,-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,4.6028,216800.0,<1H OCEAN,4
17627,-121.91,36.63,42.0,817.0,194.0,391.0,193.0,2.1776,279200.0,<1H OCEAN,2
20057,-119.86,36.82,12.0,1488.0,253.0,675.0,223.0,4.7622,89300.0,INLAND,4
7087,-117.83,33.93,14.0,1956.0,282.0,671.0,269.0,6.5841,306400.0,<1H OCEAN,5
1274,-117.95,33.98,15.0,16042.0,2602.0,7732.0,2552.0,5.6716,330400.0,<1H OCEAN,4
1458,-119.25,36.71,13.0,2813.0,579.0,1385.0,512.0,2.2202,100000.0,INLAND,2
9154,-121.27,37.95,52.0,1318.0,308.0,1368.0,310.0,1.8261,54600.0,INLAND,2
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,2
7203,-115.57,32.8,16.0,1307.0,359.0,961.0,327.0,1.1853,72600.0,INLAND,1
2439,-124.17,40.78,39.0,1606.0,330.0,731.0,327.0,1.6369,68300.0,NEAR OCEAN,2
19,-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,NEAR BAY,2
5833,-118.48,34.27,34.0,1231.0,222.0,702.0,222.0,4.9323,223700.0,<1H OCEAN,4
19621,-117.87,33.63,9.0,6163.0,1004.0,1912.0,903.0,10.8289,500001.0,<1H OCEAN,5
14188,-118.39,34.14,19.0,5076.0,1034.0,2021.0,960.0,5.5683,309200.0,<1H OCEAN,4
11683,-117.98,34.06,36.0,2391.0,407.0,1967.0,398.0,4.0274,160700.0,<1H OCEAN,3
19228,-121.43,38.56,50.0,1533.0,288.0,532.0,257.0,2.5417,125900.0,INLAND,2
2465,-116.09,34.15,13.0,9444.0,1997.0,4166.0,1482.0,2.6111,65600.0,INLAND,2
9531,-119.44,36.58,37.0,1054.0,,879.0,257.0,2.5234,63500.0,INLAND,2
11999,-122.21,37.78,46.0,2239.0,508.0,1390.0,569.0,2.7352,137300.0,NEAR BAY,2
4889,-118.29,34.16,31.0,1262.0,338.0,1019.0,332.0,3.7083,241900.0,<1H OCEAN,3
11538,-122.73,38.44,35.0,1120.0,297.0,659.0,274.0,2.3824,145000.0,<1H OCEAN,2
7564,-119.23,34.25,28.0,26.0,3.0,29.0,9.0,8.0,275000.0,NEAR OCEAN,5
15780,-118.46,34.14,34.0,5264.0,771.0,1738.0,753.0,8.8115,500001.0,<1H OCEAN,5
19029,-122.4,37.73,42.0,1413.0,406.0,1027.0,362.0,2.3625,233000.0,NEAR BAY,2
134,-122.19,37.78,52.0,2198.0,397.0,984.0,369.0,3.22,156500.0,NEAR BAY,3
19797,-119.69,36.85,20.0,2655.0,432.0,1081.0,379.0,4.5398,143100.0,INLAND,4
11219,-118.28,34.07,41.0,1072.0,331.0,1111.0,314.0,1.9233,207100.0,<1H OCEAN,2
13971,-121.94,36.98,21.0,3520.0,831.0,1486.0,753.0,3.0905,264300.0,NEAR OCEAN,3
9966,-122.11,37.67,32.0,3028.0,811.0,2037.0,703.0,3.0645,165400.0,NEAR BAY,3
3854,-122.47,37.95,16.0,3769.0,839.0,1986.0,815.0,3.9712,187500.0,NEAR BAY,3
5280,-118.03,33.96,37.0,1180.0,256.0,614.0,242.0,3.117,164600.0,<1H OCEAN,3
5384,-122.17,37.76,47.0,2118.0,413.0,965.0,382.0,2.1842,107900.0,NEAR BAY,2
4113,-118.03,33.82,17.0,1851.0,346.0,770.0,310.0,5.6093,244400.0,<1H OCEAN,4
15281,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5.1909,201400.0,<1H OCEAN,4
5343,-122.09,37.38,36.0,2587.0,416.0,1055.0,410.0,6.1995,407200.0,NEAR BAY,5
17710,-121.93,38.31,25.0,185.0,32.0,85.0,32.0,4.875,250000.0,INLAND,4
2100,-117.78,34.07,18.0,3610.0,772.0,2899.0,765.0,3.9784,113500.0,INLAND,3
3958,-117.62,34.13,20.0,3216.0,516.0,1655.0,524.0,5.1261,158800.0,INLAND,4
13372,-122.63,38.94,18.0,3844.0,969.0,1832.0,845.0,1.125,81800.0,INLAND,1
17908,-117.55,33.92,24.0,2807.0,501.0,1653.0,509.0,4.8167,163300.0,INLAND,4
10527,-118.94,34.16,3.0,1170.0,148.0,493.0,142.0,8.0428,500001.0,<1H OCEAN,5
12087,-117.97,34.14,33.0,1328.0,348.0,903.0,329.0,3.1094,136000.0,INLAND,3
11350,-122.19,37.75,36.0,1126.0,263.0,482.0,150.0,1.9167,82800.0,NEAR BAY,2
10388,-122.31,37.56,45.0,1685.0,321.0,815.0,314.0,4.2955,309700.0,NEAR OCEAN,3
8062,-118.35,34.04,36.0,1956.0,601.0,1672.0,546.0,1.8685,150700.0,<1H OCEAN,2
3993,-122.15,37.45,52.0,568.0,91.0,219.0,75.0,6.1575,500001.0,NEAR BAY,5
9503,-118.27,33.94,30.0,1041.0,275.0,877.0,270.0,1.5268,91600.0,<1H OCEAN,2
19061,-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,102100.0,<1H OCEAN,2
14027,-121.99,37.97,22.0,2823.0,509.0,1271.0,474.0,5.1333,207200.0,INLAND,4
5985,-121.84,36.94,29.0,4921.0,967.0,2319.0,823.0,4.9517,307900.0,NEAR OCEAN,4
10344,-122.43,37.8,52.0,1976.0,726.0,1045.0,669.0,3.6893,475000.0,NEAR BAY,3
18284,-121.77,37.31,16.0,1649.0,228.0,769.0,230.0,6.6455,302600.0,<1H OCEAN,5
2951,-117.89,33.87,32.0,1133.0,216.0,693.0,228.0,3.3594,202100.0,<1H OCEAN,3
9982,-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,73400.0,INLAND,2
8600,-118.31,33.73,52.0,1642.0,287.0,692.0,288.0,4.1812,321500.0,NEAR OCEAN,3
8230,-119.19,34.23,17.0,3889.0,748.0,2415.0,739.0,4.5,234300.0,NEAR OCEAN,3
18114,-121.9,37.27,33.0,3410.0,583.0,1739.0,588.0,5.0714,255600.0,<1H OCEAN,4
5417,-121.98,37.33,30.0,2645.0,462.0,1506.0,480.0,6.3716,330500.0,<1H OCEAN,5
8120,-119.28,35.5,34.0,1923.0,379.0,1101.0,351.0,2.4044,65800.0,INLAND,2
18372,-122.42,37.75,52.0,1609.0,510.0,1155.0,439.0,2.2328,250000.0,NEAR BAY,2
9380,-117.14,32.7,44.0,658.0,218.0,869.0,212.0,1.9338,89400.0,NEAR OCEAN,2
5578,-117.93,34.08,36.0,1788.0,317.0,1139.0,320.0,4.125,185800.0,<1H OCEAN,3
19078,-122.31,40.49,18.0,4026.0,718.0,1731.0,705.0,3.35,118400.0,INLAND,3
12299,-118.3,33.94,36.0,3504.0,862.0,2521.0,836.0,2.5679,114900.0,<1H OCEAN,2
20147,-117.87,33.85,33.0,45.0,11.0,34.0,10.0,5.2949,350000.0,<1H OCEAN,4
9056,-118.42,34.01,29.0,1996.0,489.0,960.0,449.0,3.6611,344200.0,<1H OCEAN,3
6844,-122.49,37.92,26.0,2170.0,347.0,849.0,318.0,6.2953,386200.0,NEAR BAY,5
18021,-122.12,37.7,41.0,3495.0,787.0,1849.0,750.0,2.679,144900.0,NEAR BAY,2
8081,-118.24,33.96,34.0,1724.0,432.0,1876.0,416.0,2.1078,100600.0,<1H OCEAN,2
18059,-115.4,32.86,19.0,1087.0,171.0,649.0,173.0,3.3182,113800.0,INLAND,3
17165,-122.29,37.89,52.0,3171.0,698.0,1498.0,696.0,3.1795,218200.0,NEAR BAY,3
3863,-117.76,33.48,38.0,3832.0,809.0,1332.0,636.0,5.0044,381200.0,<1H OCEAN,4
8598,-118.13,34.18,52.0,3094.0,519.0,1309.0,488.0,6.4223,310900.0,INLAND,5
14377,-118.0,33.84,29.0,2641.0,637.0,2413.0,619.0,2.8169,165100.0,<1H OCEAN,2
18918,-122.44,37.77,52.0,5604.0,1268.0,2023.0,1196.0,4.4085,400000.0,NEAR BAY,3
8223,-121.33,38.01,27.0,1612.0,234.0,630.0,255.0,5.318,155100.0,INLAND,4
4007,-119.52,34.39,23.0,1414.0,365.0,889.0,345.0,2.6397,250000.0,NEAR OCEAN,2
5730,-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,310600.0,NEAR BAY,3
2407,-121.27,38.87,16.0,2094.0,358.0,1092.0,357.0,4.4769,191400.0,INLAND,3
6644,-122.7,38.44,35.0,1304.0,343.0,822.0,304.0,3.2935,157800.0,<1H OCEAN,3
4783,-118.1,34.17,48.0,1111.0,229.0,421.0,202.0,3.2813,268100.0,INLAND,3
13734,-118.5,34.25,32.0,2411.0,380.0,1040.0,344.0,6.155,257300.0,<1H OCEAN,5
1883,-122.07,37.94,43.0,1454.0,234.0,683.0,258.0,4.475,265700.0,NEAR BAY,3
6851,-121.03,37.55,32.0,946.0,198.0,624.0,173.0,1.9728,97900.0,INLAND,2
225,-121.96,38.33,3.0,7985.0,1257.0,3664.0,1215.0,4.976,158300.0,INLAND,4
4768,-121.77,36.93,33.0,1406.0,317.0,1075.0,301.0,3.2813,190000.0,<1H OCEAN,3
14100,-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,284700.0,NEAR OCEAN,4
17530,-118.22,34.03,45.0,554.0,214.0,888.0,218.0,1.8125,139600.0,<1H OCEAN,2
17729,-118.09,33.76,26.0,1625.0,440.0,533.0,414.0,1.808,58500.0,<1H OCEAN,2
4760,-120.57,37.43,39.0,2235.0,412.0,1268.0,402.0,2.6758,74600.0,INLAND,2
15763,-118.03,33.72,24.0,5203.0,957.0,2465.0,946.0,5.163,261000.0,<1H OCEAN,4
5240,-122.13,37.7,21.0,4124.0,1054.0,2162.0,998.0,2.6321,223100.0,NEAR BAY,2
17469,-117.15,34.48,31.0,265.0,55.0,186.0,55.0,2.125,64800.0,INLAND,2
2408,-122.56,37.92,37.0,1926.0,290.0,721.0,298.0,8.9248,500001.0,NEAR BAY,5
17450,-118.09,33.9,37.0,1112.0,222.0,771.0,224.0,4.2132,164600.0,<1H OCEAN,3
16571,-117.24,32.8,19.0,1863.0,497.0,868.0,503.0,2.288,210000.0,NEAR OCEAN,2
13234,-123.8,39.46,35.0,1718.0,345.0,698.0,299.0,2.9243,131600.0,<1H OCEAN,2
9654,-121.24,36.33,13.0,1642.0,418.0,1534.0,388.0,3.1222,125500.0,<1H OCEAN,3
5082,-117.12,33.14,12.0,2363.0,408.0,1211.0,396.0,3.8967,172600.0,<1H OCEAN,3
11853,-116.98,32.85,12.0,3570.0,713.0,3321.0,666.0,4.0882,134500.0,<1H OCEAN,3
19552,-122.44,37.8,52.0,2865.0,593.0,1029.0,577.0,5.2539,500001.0,NEAR BAY,4
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,1
4999,-118.42,34.23,34.0,1531.0,278.0,1064.0,274.0,5.6687,207300.0,<1H OCEAN,4
1288,-118.06,33.78,22.0,4048.0,562.0,1637.0,541.0,7.3463,355600.0,<1H OCEAN,5
6778,-118.21,34.09,39.0,1561.0,445.0,1780.0,391.0,2.4632,144200.0,<1H OCEAN,2
4150,-117.35,34.15,32.0,2699.0,552.0,2086.0,551.0,2.2974,84500.0,INLAND,2
18,-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,NEAR BAY,2
560,-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,75700.0,INLAND,2
3356,-117.31,33.75,19.0,3173.0,678.0,2204.0,606.0,2.1484,129200.0,<1H OCEAN,2
6901,-120.99,37.62,37.0,2014.0,505.0,1787.0,515.0,1.5515,54100.0,INLAND,2
7134,-122.59,38.13,20.0,1589.0,231.0,601.0,224.0,5.3755,290900.0,<1H OCEAN,4
4006,-119.46,35.86,22.0,1750.0,374.0,1113.0,338.0,1.505,42700.0,INLAND,2
6266,-117.95,33.92,11.0,3127.0,706.0,1594.0,694.0,4.3426,141300.0,<1H OCEAN,3
20285,-118.09,33.81,36.0,1878.0,323.0,846.0,325.0,7.1937,254400.0,<1H OCEAN,5
20016,-118.38,34.04,39.0,2614.0,569.0,1665.0,553.0,3.4063,271600.0,<1H OCEAN,3
10071,-123.0,38.33,8.0,3223.0,637.0,851.0,418.0,5.6445,364800.0,NEAR OCEAN,4
15891,-120.69,35.62,35.0,3451.0,713.0,1550.0,653.0,2.9167,161700.0,<1H OCEAN,2
3971,-114.55,32.8,19.0,2570.0,820.0,1431.0,608.0,1.275,56100.0,INLAND,1
3158,-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,4.3286,213400.0,NEAR OCEAN,3
5049,-117.91,33.78,33.0,2729.0,549.0,2223.0,535.0,4.0362,177900.0,<1H OCEAN,3
14746,-118.35,33.88,25.0,1459.0,362.0,1150.0,354.0,3.35,237500.0,<1H OCEAN,3
4136,-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,87200.0,INLAND,2
12907,-122.8,39.08,17.0,1880.0,467.0,798.0,342.0,1.4676,65000.0,INLAND,1
11395,-121.25,37.94,28.0,964.0,232.0,782.0,218.0,2.3269,55900.0,INLAND,2
1822,-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,3.6528,133200.0,NEAR OCEAN,3
5320,-117.27,34.5,7.0,2045.0,342.0,878.0,292.0,6.0296,194100.0,INLAND,5
10418,-122.47,37.76,34.0,2807.0,487.0,1152.0,445.0,5.1893,420300.0,NEAR BAY,4
14632,-121.27,37.96,43.0,948.0,221.0,749.0,208.0,1.962,52700.0,INLAND,2
7666,-119.08,34.17,32.0,166.0,22.0,63.0,29.0,7.3004,125000.0,NEAR OCEAN,5
9400,-117.16,32.81,34.0,2275.0,375.0,1021.0,379.0,3.6371,176300.0,NEAR OCEAN,3
9551,-122.11,37.66,36.0,1755.0,316.0,913.0,299.0,4.1302,172700.0,NEAR BAY,3
11628,-118.38,33.87,21.0,4151.0,1018.0,2054.0,925.0,4.9821,292900.0,<1H OCEAN,4
16605,-119.2,34.26,25.0,2203.0,367.0,1194.0,377.0,5.4087,223200.0,NEAR OCEAN,4
16315,-121.41,38.64,38.0,1384.0,287.0,682.0,280.0,1.9167,64400.0,INLAND,2
2097,-121.23,38.71,18.0,4947.0,714.0,2227.0,675.0,4.8542,170500.0,INLAND,4
381,-122.33,37.57,27.0,3085.0,876.0,1453.0,896.0,3.4333,290000.0,NEAR OCEAN,3
2549,-117.96,34.48,32.0,1896.0,342.0,806.0,299.0,4.5769,159400.0,INLAND,4
10861,-121.36,38.64,24.0,6540.0,1008.0,2667.0,1031.0,5.5632,175200.0,INLAND,4
7514,-119.4,36.25,25.0,1696.0,279.0,909.0,291.0,2.3,132800.0,INLAND,2
14177,-121.81,37.41,25.0,2496.0,351.0,1034.0,367.0,7.0544,320700.0,<1H OCEAN,5
16547,-117.1,32.75,20.0,2355.0,722.0,1848.0,576.0,2.0036,99200.0,NEAR OCEAN,2
10343,-118.05,34.17,45.0,2535.0,455.0,1036.0,437.0,5.0482,388900.0,INLAND,4
12725,-117.86,34.09,29.0,3855.0,585.0,2205.0,609.0,5.5496,218200.0,<1H OCEAN,4
13443,-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,188300.0,NEAR OCEAN,4
4083,-123.36,39.41,46.0,1748.0,362.0,808.0,330.0,2.9183,76900.0,<1H OCEAN,2
2132,-118.29,33.94,38.0,2407.0,630.0,1774.0,562.0,1.5615,108600.0,<1H OCEAN,2
15962,-118.36,33.9,41.0,1355.0,349.0,655.0,329.0,2.9551,205000.0,<1H OCEAN,2
783,-119.7,34.42,43.0,1802.0,557.0,1490.0,538.0,2.675,247900.0,<1H OCEAN,2
17424,-117.17,32.8,20.0,2827.0,554.0,1822.0,536.0,3.4706,157600.0,NEAR OCEAN,3
7265,-118.07,34.16,35.0,2459.0,438.0,970.0,437.0,4.2143,369400.0,INLAND,3
3182,-116.26,33.07,17.0,934.0,284.0,452.0,184.0,1.9875,83700.0,INLAND,2
14721,-118.31,34.02,23.0,1703.0,397.0,1333.0,361.0,1.3187,127100.0,<1H OCEAN,1
5053,-121.27,38.67,16.0,3185.0,886.0,1550.0,802.0,2.5199,149000.0,INLAND,2
15454,-122.42,37.8,52.0,2797.0,685.0,1156.0,651.0,4.3472,500001.0,NEAR BAY,3
19047,-118.5,34.03,44.0,2146.0,394.0,851.0,355.0,6.48,500001.0,<1H OCEAN,5
13547,-121.88,37.32,40.0,1331.0,374.0,1276.0,389.0,2.7546,172500.0,<1H OCEAN,2
11235,-120.66,35.46,17.0,3748.0,609.0,1860.0,612.0,4.5179,225600.0,<1H OCEAN,4
1129,-121.32,38.89,9.0,5927.0,1269.0,3369.0,1176.0,2.8194,111300.0,INLAND,2
16684,-118.3,34.1,29.0,3403.0,1367.0,3432.0,1174.0,1.7083,166700.0,<1H OCEAN,2
9272,-118.43,34.07,34.0,3203.0,483.0,949.0,439.0,10.3467,500001.0,<1H OCEAN,5
19419,-121.91,37.31,28.0,3104.0,811.0,1488.0,754.0,3.6429,332600.0,<1H OCEAN,3
7436,-119.61,36.31,25.0,1847.0,371.0,1460.0,353.0,1.8839,46300.0,INLAND,2
9555,-118.46,34.19,20.0,5992.0,1820.0,4826.0,1632.0,2.7237,233500.0,<1H OCEAN,2
6828,-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,2.5495,103600.0,INLAND,2
17634,-122.37,40.55,26.0,1435.0,234.0,544.0,232.0,2.6705,136700.0,INLAND,2
7257,-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,231500.0,<1H OCEAN,3
11553,-120.8,37.61,30.0,918.0,154.0,469.0,139.0,3.9688,175000.0,INLAND,3
13946,-117.16,32.75,49.0,1566.0,494.0,643.0,419.0,1.9637,137500.0,NEAR OCEAN,2
17629,-124.09,40.87,44.0,692.0,206.0,398.0,211.0,1.1576,87500.0,NEAR OCEAN,1
5935,-121.83,37.36,22.0,3936.0,860.0,3508.0,877.0,4.2312,183800.0,<1H OCEAN,3
16040,-116.45,33.8,9.0,5534.0,1206.0,2283.0,1008.0,3.6161,99100.0,INLAND,3
5864,-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,59800.0,INLAND,2
15543,-118.33,34.02,46.0,2223.0,361.0,968.0,373.0,4.26,182600.0,<1H OCEAN,3
2462,-122.42,37.74,52.0,1651.0,351.0,973.0,366.0,3.4583,240900.0,NEAR BAY,3
13715,-118.31,34.08,31.0,2275.0,823.0,2189.0,720.0,1.7542,287500.0,<1H OCEAN,2
19263,-122.36,40.55,21.0,2500.0,466.0,1428.0,502.0,2.6513,113300.0,INLAND,2
13251,-118.34,34.03,48.0,1426.0,331.0,784.0,356.0,1.6581,118800.0,<1H OCEAN,2
1554,-117.22,33.74,7.0,1810.0,386.0,931.0,355.0,2.5221,109200.0,<1H OCEAN,2
11487,-118.17,33.79,28.0,1219.0,408.0,1816.0,348.0,1.7589,118300.0,NEAR OCEAN,2
3991,-119.72,36.8,15.0,3045.0,689.0,1340.0,588.0,3.1953,85700.0,INLAND,3
19719,-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,275000.0,<1H OCEAN,1
6563,-118.28,34.06,42.0,2472.0,,3795.0,1179.0,1.2254,162500.0,<1H OCEAN,1
14962,-118.47,34.24,19.0,2405.0,661.0,1855.0,621.0,2.3111,255400.0,<1H OCEAN,2
14974,-122.22,37.48,34.0,1541.0,584.0,1564.0,558.0,2.56,250000.0,NEAR OCEAN,2
10037,-118.26,34.08,46.0,945.0,250.0,910.0,252.0,3.5039,187500.0,<1H OCEAN,3
15804,-120.59,37.39,16.0,4717.0,1119.0,3589.0,1017.0,2.1061,72800.0,INLAND,2
19894,-117.47,33.93,33.0,919.0,208.0,724.0,235.0,3.4028,110500.0,INLAND,3
964,-119.67,37.27,13.0,5087.0,981.0,2284.0,913.0,2.7413,123100.0,INLAND,2
10189,-115.57,32.78,29.0,2321.0,367.0,1173.0,360.0,4.0375,86400.0,INLAND,3
5914,-117.95,33.83,31.0,2421.0,389.0,1348.0,413.0,4.9394,217800.0,<1H OCEAN,4
11300,-118.13,34.69,32.0,3670.0,765.0,1986.0,673.0,3.682,108800.0,INLAND,3
18581,-118.3,33.83,33.0,2716.0,660.0,1807.0,661.0,3.5473,226300.0,<1H OCEAN,3
18069,-117.79,33.68,16.0,1998.0,308.0,818.0,299.0,6.8722,326100.0,<1H OCEAN,5
17036,-117.37,33.98,43.0,2862.0,772.0,1878.0,675.0,2.1151,96700.0,INLAND,2
8690,-118.5,34.03,52.0,1506.0,208.0,547.0,186.0,7.8705,500001.0,<1H OCEAN,5
11449,-118.25,33.89,35.0,1582.0,391.0,1957.0,404.0,2.4537,91500.0,<1H OCEAN,2
1289,-121.83,38.0,8.0,2572.0,738.0,1384.0,684.0,1.7161,75800.0,INLAND,2
8396,-118.28,33.92,39.0,1274.0,282.0,975.0,277.0,1.5114,90400.0,<1H OCEAN,2
11393,-118.29,33.74,29.0,1503.0,411.0,1368.0,390.0,2.1473,195300.0,NEAR OCEAN,2
20533,-118.4,33.92,25.0,1453.0,271.0,695.0,283.0,5.9499,345800.0,<1H OCEAN,4
20263,-122.05,37.63,5.0,3785.0,936.0,2240.0,792.0,3.2829,162500.0,NEAR BAY,3
4000,-117.26,34.53,10.0,3103.0,520.0,1283.0,464.0,3.071,151600.0,INLAND,3
16785,-121.32,38.62,29.0,2430.0,448.0,1087.0,394.0,3.0864,177900.0,INLAND,3
11920,-118.26,34.0,27.0,1611.0,479.0,1457.0,458.0,0.8941,91900.0,<1H OCEAN,1
2849,-119.45,36.35,22.0,1824.0,333.0,1076.0,282.0,2.3365,69600.0,INLAND,2
4085,-118.41,34.23,35.0,1026.0,195.0,753.0,185.0,4.5909,179200.0,<1H OCEAN,4
7725,-118.09,33.89,27.0,3399.0,882.0,2465.0,811.0,3.099,166600.0,<1H OCEAN,3
3432,-121.83,37.32,21.0,4559.0,1163.0,5124.0,1124.0,3.2052,179000.0,<1H OCEAN,3
15238,-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,131700.0,INLAND,3
4722,-122.01,37.39,26.0,2500.0,962.0,2374.0,879.0,3.5586,222200.0,<1H OCEAN,3
16829,-118.43,34.0,30.0,2148.0,597.0,1341.0,559.0,3.3995,324000.0,<1H OCEAN,3
8284,-117.92,34.08,36.0,1479.0,251.0,741.0,245.0,4.2986,189600.0,<1H OCEAN,3
7426,-121.91,37.26,32.0,3983.0,876.0,1989.0,794.0,3.5625,255200.0,<1H OCEAN,3
13068,-118.14,33.76,37.0,3242.0,698.0,1080.0,629.0,3.901,432500.0,NEAR OCEAN,3
601,-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,153700.0,NEAR OCEAN,2
17423,-119.38,36.54,33.0,2465.0,536.0,2030.0,522.0,1.5223,51800.0,INLAND,2
12203,-118.76,34.26,26.0,1750.0,284.0,962.0,278.0,4.5673,190400.0,<1H OCEAN,4
9102,-118.37,34.17,42.0,1713.0,416.0,1349.0,427.0,3.2596,191800.0,<1H OCEAN,3
519,-118.3,33.95,27.0,1774.0,444.0,1622.0,402.0,2.2031,96900.0,<1H OCEAN,2
17591,-119.14,36.23,22.0,2935.0,523.0,1927.0,530.0,2.5875,70400.0,INLAND,2
2085,-121.8,36.69,12.0,3877.0,914.0,2274.0,858.0,3.4239,194800.0,<1H OCEAN,3
14617,-119.77,35.65,21.0,2403.0,483.0,1647.0,415.0,2.6066,80000.0,INLAND,2
4299,-118.53,34.19,32.0,2618.0,692.0,1961.0,633.0,2.625,192300.0,<1H OCEAN,2
7191,-118.38,34.1,39.0,3798.0,586.0,975.0,525.0,9.3092,500001.0,<1H OCEAN,5
20018,-122.19,38.13,5.0,7854.0,1446.0,4361.0,1395.0,4.9504,214800.0,NEAR BAY,4
7507,-122.06,37.36,34.0,1747.0,250.0,662.0,257.0,6.8268,500001.0,<1H OCEAN,5
3040,-121.29,38.07,21.0,1185.0,207.0,533.0,213.0,3.1917,204500.0,INLAND,3
14738,-122.41,37.74,43.0,1663.0,330.0,935.0,335.0,4.1552,240900.0,NEAR BAY,3
1213,-118.21,33.81,43.0,905.0,199.0,764.0,204.0,3.3214,162200.0,NEAR OCEAN,3
8008,-118.36,34.06,52.0,2130.0,455.0,921.0,395.0,2.9605,500001.0,<1H OCEAN,2
17141,-121.88,36.96,18.0,4910.0,817.0,1971.0,773.0,5.8325,308800.0,NEAR OCEAN,4
16512,-122.04,37.24,24.0,1521.0,209.0,539.0,192.0,11.1557,500001.0,<1H OCEAN,5
6816,-117.25,32.82,23.0,6139.0,826.0,2036.0,807.0,9.5245,500001.0,NEAR OCEAN,5
9594,-117.98,33.75,24.0,3865.0,802.0,2670.0,772.0,3.8158,180000.0,<1H OCEAN,3
